Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Bsmt Qual,BsmtFin SF 1,Total Bsmt SF,Heating QC,1st Flr SF,Gr Liv Area,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Cars,Garage Area,Foundation_PConc,BsmtFin Type 1_GLQ,Total Bathrooms
0.6466225,0.9486519,0.80362463,3.096037,1.0428215,0.57868356,0.23934217,-0.15476345,0.88870007,-0.39254954,0.80510443,-0.77037615,1.002245,0.6224172,0.68284976,0.30854627,-0.19137198,True,True,0.35317695
0.6466225,1.0148041,0.85157895,-0.56767815,1.0428215,0.57868356,0.89723605,1.0515013,0.88870007,0.88833433,-0.0080537945,0.74094486,-0.27991018,0.6224172,1.2371209,0.30854627,0.57949656,True,True,0.9744203
-0.7758984,-1.0359131,-1.6420476,-0.56767815,-0.68654877,-0.52837974,-0.9990463,-0.738974,-0.15513024,-1.1150316,-0.93911994,-0.77037615,-0.9209877,-0.92542917,-0.9799633,-1.0060315,-1.0837107,False,False,-1.5105531
-0.7758984,-0.6390001,-1.5461389,-0.56767815,-0.68654877,-0.52837974,0.15511355,-0.32505962,-2.242791,-0.6519021,-0.22557361,-0.77037615,-0.27991018,-0.92542917,-0.9799633,0.30854627,1.1588159,False,False,-0.2680664
0.6466225,1.0809562,0.99544203,-0.56767815,1.0428215,0.57868356,-0.9990463,-0.47170356,0.88870007,-0.8159822,0.20743313,0.74094486,0.36116737,0.6224172,1.2371209,0.30854627,-0.18202811,True,False,0.35317695
0.6466225,1.2794127,1.2352139,-0.11466854,1.0428215,0.57868356,-0.9444115,0.41289052,0.88870007,0.17379166,-0.5569356,0.74094486,-0.27991018,-0.92542917,-0.9799633,0.30854627,0.6682632,True,True,-0.2680664
1.357883,0.3202063,-0.15546256,-0.56767815,1.0428215,0.57868356,2.716119,3.343404,-0.15513024,3.5480208,2.0350063,0.74094486,0.36116737,2.1702635,1.2371209,0.30854627,0.95325094,False,False,0.9744203
-1.4871589,-1.5982065,-1.2584128,-0.56767815,-0.68654877,0.57868356,-0.9990463,-1.4367154,-1.1989605,-0.7604067,-1.2745477,-2.281697,-1.5620652,-0.92542917,-0.9799633,-2.3206093,-2.204974,True,False,-1.5105531
-0.06463795,0.15482591,-0.39523435,2.948809,-0.68654877,0.57868356,1.0269936,0.38687304,-1.1989605,0.14468066,-0.5792974,0.74094486,-0.27991018,0.6224172,-0.42569226,0.30854627,-0.05121406,True,False,0.9744203
-1.4871589,-1.5982065,-1.6420476,-0.56767815,-0.68654877,0.57868356,0.7060143,-0.44805133,-1.1989605,-0.69953823,-1.2277911,0.74094486,-0.9209877,-0.92542917,-0.9799633,-2.3206093,-2.204974,True,False,-0.2680664
0.6466225,0.9155758,0.70771587,0.32701582,1.0428215,0.57868356,0.44194618,-0.41257295,0.88870007,-0.7260028,0.59774905,0.74094486,0.36116737,-0.92542917,-0.9799633,0.30854627,0.5421211,True,True,1.5956637
0.6466225,1.2132605,1.1393051,0.8819526,1.0428215,0.57868356,-0.9990463,0.8741094,0.88870007,0.71896124,-0.13815911,2.252266,-0.27991018,-0.92542917,-0.9799633,0.30854627,0.38327545,True,False,-0.2680664
-0.7758984,1.1801845,1.0913508,-0.56767815,-0.68654877,0.57868356,-0.5300977,0.1716376,0.88870007,-0.096146666,-0.7642909,-0.77037615,-0.27991018,-0.92542917,-0.9799633,-2.3206093,-2.204974,True,False,-1.5105531
0.6466225,0.18790199,-0.34728,-0.56767815,-0.68654877,0.57868356,-0.13854843,0.017897973,-2.242791,-0.26816618,-0.8964291,-0.77037615,-1.5620652,-0.92542917,-0.9799633,0.30854627,-0.1493246,False,False,-0.2680664
-0.06463795,-1.6974348,-1.6420476,-0.56767815,1.0428215,0.57868356,0.12324325,1.0940753,0.88870007,1.1318082,2.6347103,-0.77037615,1.002245,2.1702635,0.68284976,0.30854627,0.22442983,False,False,-0.2680664
-0.06463795,1.1140324,1.0433964,-0.1033433,-0.68654877,0.57868356,0.24617152,-1.1836363,-0.15513024,-0.22317648,-0.86186993,-0.77037615,-0.9209877,-0.92542917,-0.9799633,0.30854627,0.24778949,True,True,0.9744203
0.6466225,1.1471084,1.0433964,-0.41478738,1.0428215,0.57868356,-0.9990463,1.4725113,0.88870007,1.3594031,0.3538016,0.74094486,0.36116737,0.6224172,1.2371209,1.623124,1.018658,True,False,-0.2680664
-0.7758984,0.02252157,-0.58705175,-0.56767815,-0.68654877,-0.52837974,0.048120424,-0.43385997,0.88870007,-0.77363896,-1.2847122,-0.77037615,-0.9209877,0.6224172,0.12857877,-1.0060315,-0.6258615,False,False,-0.2680664
0.6466225,0.18790199,0.4679441,-0.37514904,-0.68654877,-0.52837974,0.810731,-0.5970605,-2.242791,0.8248194,1.5593086,0.74094486,1.6433225,0.6224172,0.68284976,0.30854627,0.3131965,False,False,1.5956637
1.357883,1.1471084,1.0433964,0.42894298,1.0428215,0.57868356,0.96552956,0.65414345,0.88870007,0.44373,-0.34958026,0.74094486,-0.27991018,0.6224172,1.2371209,0.30854627,0.36458775,True,True,0.9744203
0.6466225,0.5517389,0.18021795,0.009909101,1.0428215,0.57868356,1.2387035,1.4843373,0.88870007,1.4070394,0.39039373,2.252266,-0.27991018,0.6224172,1.7913918,0.30854627,0.26180527,False,True,0.9744203
-0.06463795,-0.7713044,-1.6420476,-0.56767815,-0.68654877,-0.52837974,-0.9990463,-0.3203292,-1.1989605,-0.6466091,-0.07717224,-0.77037615,-0.27991018,0.6224172,1.2371209,-1.0060315,-0.6632369,False,False,-0.88930976
0.6466225,1.1801845,1.0913508,-0.56767815,1.0428215,0.57868356,-0.9990463,-0.41020772,0.88870007,-0.74717444,0.5387951,0.74094486,0.36116737,-0.92542917,-0.9799633,0.30854627,0.4954018,True,False,0.9744203
1.357883,1.1801845,1.0913508,-0.09201806,1.0428215,0.57868356,1.1157752,1.0349447,0.88870007,0.8142336,-0.06497487,0.74094486,-0.27991018,-0.92542917,-0.9799633,1.623124,1.3176615,True,True,0.9744203
-0.06463795,0.48558673,0.084309235,0.7233992,1.0428215,0.57868356,1.0952872,0.49330816,0.88870007,0.26377112,-0.48781714,0.74094486,-0.27991018,0.6224172,0.12857877,0.30854627,0.4954018,False,True,-0.2680664
-0.7758984,0.8163476,0.5638528,-0.56767815,-0.68654877,0.57868356,-0.9990463,0.12433309,0.88870007,-0.14907576,-0.80494887,-0.77037615,-0.9209877,-0.92542917,-0.9799633,0.30854627,-0.04654213,True,False,-0.88930976
-1.4871589,-0.80438054,-0.25137126,-0.56767815,-0.68654877,-0.52837974,-0.561968,-0.68930423,0.88870007,0.03352959,0.07122913,-0.77037615,1.002245,0.6224172,0.68284976,-1.0060315,-1.2285405,False,False,-1.5105531
-0.7758984,-1.6974348,-1.6420476,-0.56767815,-0.68654877,-0.52837974,-0.9990463,-1.0677402,-1.1989605,-1.4828887,-0.6179225,-0.77037615,-0.27991018,-0.92542917,-0.9799633,-1.0060315,-1.3219792,True,False,-1.5105531
-0.06463795,-0.50669575,0.94748765,-0.56767815,-0.68654877,-0.52837974,-0.32521728,0.06047202,0.88870007,1.7325532,0.64043987,2.252266,-0.27991018,0.6224172,1.2371209,0.30854627,-0.009166688,True,False,-1.5105531
-0.7758984,0.18790199,-0.34728,-0.56201553,-0.68654877,0.57868356,0.1346255,0.7416568,0.88870007,0.5416488,2.2850523,-0.77037615,3.566555,0.6224172,0.68284976,0.30854627,0.5981843,False,True,0.9744203
-0.06463795,0.9486519,0.75567025,0.6554478,1.0428215,0.57868356,-0.13854843,-0.68930423,0.88870007,-1.0250521,0.15661074,0.74094486,-0.9209877,-0.92542917,-0.9799633,0.30854627,-0.1493246,True,True,0.35317695
0.6466225,1.2132605,1.1393051,-0.22792093,1.0428215,0.57868356,-0.82148325,0.6825262,0.88870007,0.501952,-0.30485654,0.74094486,-0.27991018,0.6224172,0.68284976,1.623124,0.8785001,True,True,0.9744203
-0.06463795,-1.366674,-1.6420476,-0.56767815,-0.68654877,-0.52837974,-0.21822415,-0.150033,-1.1989605,-0.45606446,-1.0407647,-0.77037615,-0.27991018,-0.92542917,-0.9799633,-1.0060315,-0.7660194,False,False,-1.5105531
1.357883,1.1801845,1.0913508,1.0858068,1.0428215,0.57868356,-0.9990463,1.448859,0.88870007,1.3329387,0.33347267,0.74094486,0.36116737,0.6224172,1.2371209,1.623124,0.8785001,True,False,-0.2680664
-0.06463795,-1.6643587,0.99544203,-0.56767815,-0.68654877,-0.52837974,-0.7418075,-0.9376529,-0.15513024,-1.0515167,-0.40243554,-0.77037615,1.002245,0.6224172,1.2371209,-1.0060315,-1.0837107,False,False,-0.2680664
-1.4871589,-1.0689892,-1.6420476,-0.56767815,-0.68654877,-0.52837974,-0.9990463,-0.74606967,-0.15513024,-1.0171127,-0.75819224,-0.77037615,-1.5620652,-0.92542917,-0.9799633,-1.0060315,-0.9715843,True,False,-1.5105531
-0.7758984,0.15482591,-0.39523435,-0.56767815,-0.68654877,-0.52837974,-0.58473253,-0.36290324,-1.1989605,-0.69424534,-1.2237253,-0.77037615,-0.9209877,-0.92542917,-0.9799633,-1.0060315,-0.7660194,False,False,-0.2680664
0.6466225,1.1140324,0.99544203,-0.56767815,1.0428215,0.57868356,-0.08846654,-0.4291295,-0.15513024,-0.7683461,0.55302536,0.74094486,0.36116737,-0.92542917,-0.9799633,0.30854627,0.6122001,True,True,0.35317695
-0.06463795,-1.8628151,0.89953333,-0.56767815,-0.68654877,-0.52837974,-0.9990463,-0.8264873,0.88870007,-1.2129503,-0.20321177,-0.77037615,0.36116737,-0.92542917,-0.9799633,-1.0060315,-0.4109527,False,False,-1.5105531
2.0691433,0.3202063,0.13226359,-0.56767815,1.0428215,1.6857469,3.1213272,1.8793299,-0.15513024,1.8145933,0.7034596,0.74094486,-0.9209877,0.6224172,1.2371209,1.623124,1.9717318,False,True,0.35317695
0.6466225,1.0148041,0.85157895,-0.56767815,1.0428215,0.57868356,-0.9990463,-0.49062538,0.88870007,-0.83715385,0.46561086,0.74094486,-0.27991018,-0.92542917,-0.9799633,0.30854627,0.36458775,True,False,0.35317695
-0.7758984,-0.7713044,1.1872594,-0.56767815,-0.68654877,-0.52837974,0.7765842,-0.048328325,0.88870007,-0.34226692,0.27858448,0.74094486,0.36116737,0.6224172,1.2371209,-1.0060315,-1.0837107,False,False,-1.5105531
1.357883,1.1471084,1.0433964,-0.38647428,1.0428215,0.57868356,-0.024725959,1.0136577,0.88870007,0.8671627,-0.02431696,2.252266,-0.27991018,0.6224172,1.2371209,0.30854627,0.00017717262,True,True,-0.2680664
1.357883,1.0809562,0.94748765,0.7460497,1.0428215,0.57868356,-0.9990463,1.3495196,0.88870007,1.2217876,0.24809104,0.74094486,-0.27991018,0.6224172,1.2371209,1.623124,1.9063247,True,False,-0.2680664
-0.7758984,-1.6974348,0.27612665,-0.56767815,-0.68654877,-0.52837974,-0.9990463,-0.19024181,-0.15513024,-0.50105417,-1.0753239,-0.77037615,-0.9209877,0.6224172,1.2371209,-1.0060315,-1.3640265,False,False,-1.5105531
-0.7758984,-0.34131536,0.4679441,-0.56767815,-0.68654877,-0.52837974,0.05950267,-0.3203292,-1.1989605,0.21084203,-0.52847505,-0.77037615,-0.27991018,0.6224172,0.68284976,-1.0060315,-0.859458,False,False,-1.5105531
-0.06463795,-1.3335979,-1.6420476,-0.56767815,-0.68654877,-0.52837974,-0.031555306,-0.38655546,-1.1989605,-0.5222258,-0.26216573,-0.77037615,-0.27991018,0.6224172,1.2371209,-1.0060315,0.41130704,False,False,-1.5105531
0.6466225,1.0478802,0.89953333,-0.56767815,1.0428215,0.57868356,0.4851987,-0.6278084,0.88870007,-0.9271333,-0.014152481,0.74094486,1.002245,0.6224172,1.2371209,0.30854627,-0.33620182,True,True,1.5956637
0.6466225,0.15482591,-0.39523435,0.16846246,-0.68654877,0.57868356,0.42145813,0.42708188,-1.1989605,0.44373,-0.34958026,0.74094486,-0.9209877,0.6224172,0.12857877,0.30854627,0.5281053,False,True,0.35317695
-1.4871589,-1.5320543,-1.6420476,-0.56767815,-0.68654877,-1.635443,-0.9990463,-1.4556371,-1.1989605,-1.2817582,-1.6750281,-0.77037615,-1.5620652,-0.92542917,-0.9799633,-2.3206093,-2.204974,False,False,-1.5105531
2.0691433,1.0809562,0.99544203,-0.19394521,1.0428215,1.6857469,2.294976,2.205731,0.88870007,2.179804,0.98399925,2.252266,1.002245,0.6224172,1.2371209,1.623124,1.3924124,True,True,0.9744203
-0.7758984,-0.37439144,-1.1625041,-0.56767815,-0.68654877,-0.52837974,0.68324983,0.46019503,-0.15513024,0.22672075,-0.5162777,-0.77037615,-0.27991018,-0.92542917,-0.9799633,-1.0060315,-0.6912685,False,False,0.35317695
2.0691433,1.1801845,1.0913508,2.1503794,2.7721918,1.6857469,2.1310716,2.1347742,0.88870007,2.1004105,0.9230124,2.252266,0.36116737,0.6224172,1.2371209,1.623124,1.0934088,True,True,0.9744203
1.357883,1.1801845,1.1393051,0.41761774,2.7721918,1.6857469,2.360993,1.2974846,0.88870007,1.3011812,0.30907792,2.252266,-0.9209877,0.6224172,1.2371209,0.30854627,0.046896476,True,True,1.5956637
-0.06463795,0.08867374,-0.49114305,0.42894298,-0.68654877,-0.52837974,0.719673,0.13142876,-1.1989605,-0.1411364,-0.7988502,-0.77037615,-0.27991018,-0.92542917,-0.9799633,0.30854627,-0.04654213,False,False,-0.2680664
-0.7758984,0.7501954,0.4679441,-0.56767815,-0.68654877,0.57868356,0.12779616,-0.13584164,-0.15513024,-0.44018573,-1.0285673,-0.77037615,-0.9209877,-0.92542917,-0.9799633,-1.0060315,-0.8080668,True,True,-1.5105531
-1.4871589,-0.37439144,-0.6350061,-0.56767815,-0.68654877,-0.52837974,-0.09074299,-0.079076245,-1.1989605,-0.019399496,-0.705337,-0.77037615,0.36116737,-0.92542917,-0.9799633,-1.0060315,0.33655617,False,True,-0.2680664
-0.06463795,-1.796663,1.0913508,-0.56767815,-0.68654877,-0.52837974,-0.9990463,-1.001514,0.88870007,-1.3029298,-0.42276448,2.252266,-0.9209877,0.6224172,1.2371209,-1.0060315,-0.8968335,False,False,-0.2680664
1.357883,1.1801845,1.0913508,-0.56767815,1.0428215,1.6857469,0.6969085,-0.21862452,0.88870007,-0.53281164,0.7807097,2.252266,1.002245,0.6224172,1.2371209,1.623124,1.9063247,True,True,1.5956637
-0.06463795,-2.0943477,0.61180717,-0.56767815,-0.68654877,-0.52837974,-0.9990463,-0.33215532,-1.1989605,0.3987403,1.7524338,-0.77037615,2.2844,0.6224172,1.2371209,0.30854627,-0.52307904,False,False,0.9744203
0.6466225,-1.0359131,0.65976155,-0.56767815,-0.68654877,-0.52837974,-0.41172236,-0.86906135,0.88870007,-0.94830495,-0.39430395,0.74094486,-0.27991018,2.1702635,1.2371209,-1.0060315,-1.1584616,False,False,-0.88930976
0.6466225,0.9486519,0.75567025,-0.56767815,1.0428215,0.57868356,0.674144,-0.13111119,0.88870007,-0.4348928,0.75021625,0.74094486,0.36116737,0.6224172,0.68284976,1.623124,1.7147756,True,True,1.5956637
0.6466225,0.71711934,0.4679441,0.8253264,1.0428215,0.57868356,0.70829076,0.0060718483,0.88870007,-0.24964102,0.92097944,0.74094486,1.002245,0.6224172,0.68284976,0.30854627,0.47671407,True,True,1.5956637
0.6466225,0.6178911,0.32408103,-0.56767815,-0.68654877,0.57868356,1.7691162,0.39869916,0.88870007,0.3749222,2.0695655,-0.77037615,1.002245,-0.92542917,-0.9799633,0.30854627,1.0326738,False,False,0.35317695
-0.06463795,-0.67207617,-1.5940933,2.3882096,-0.68654877,-0.52837974,-0.9990463,-1.9665257,-1.1989605,1.10799,0.16067654,0.74094486,-0.9209877,0.6224172,1.2371209,0.30854627,-0.33620182,False,False,-0.88930976
-0.7758984,-0.7051523,-1.6420476,-0.56767815,-0.68654877,-1.635443,1.0725226,-0.32505962,-1.1989605,-0.6519021,-0.12392884,-0.77037615,-0.27991018,-0.92542917,-0.9799633,-1.0060315,-0.7660194,False,False,-0.2680664
-1.4871589,0.3532824,1.0433964,-0.56767815,-0.68654877,-0.52837974,0.2871476,-0.47879925,-1.1989605,-0.8239216,-1.3233372,-0.77037615,-1.5620652,-0.92542917,-0.9799633,0.30854627,-0.52307904,False,False,-0.2680664
2.0691433,1.1471084,1.0913508,0.33834106,2.7721918,1.6857469,2.005867,1.6522683,0.88870007,1.5605336,0.5083017,2.252266,0.36116737,2.1702635,1.2371209,1.623124,1.3363492,True,True,0.9744203
-0.7758984,-0.7051523,-1.6420476,-0.56767815,-0.68654877,-3.8495696,-0.9990463,-2.4774141,-1.1989605,1.2800095,0.29281473,-0.77037615,0.36116737,0.6224172,1.2371209,0.30854627,-0.3642334,False,False,-1.5105531
-0.7758984,0.02252157,-0.58705175,-0.56767815,-0.68654877,-0.52837974,-0.17952451,-0.43385997,0.88870007,-0.77363896,-1.2847122,-0.77037615,-0.9209877,-0.92542917,-0.9799633,-1.0060315,-0.859458,False,False,-1.5105531
-0.06463795,-0.10978276,-0.7788692,-0.56767815,-0.68654877,0.57868356,0.85170704,1.0420403,0.88870007,0.8777485,-0.016185377,-0.77037615,0.36116737,2.1702635,1.2371209,0.30854627,0.37393162,True,False,0.35317695
-0.7758984,-1.8297391,0.13226359,-0.56767815,-0.68654877,-1.635443,-0.9990463,-0.91636586,0.88870007,-0.9218404,0.32534108,-0.77037615,1.002245,-0.92542917,-0.9799633,-1.0060315,-1.3640265,False,False,0.35317695
-0.7758984,-1.8628151,-0.29932562,-0.56767815,-0.68654877,-0.52837974,-0.9990463,-0.3960164,-0.15513024,-0.7312957,-0.38210657,-0.77037615,-0.27991018,-0.92542917,-0.9799633,0.30854627,-0.33620182,False,False,-0.2680664
-0.06463795,-1.5982065,-1.6420476,-0.56767815,-0.68654877,-0.52837974,-0.9990463,-0.06015445,-1.1989605,0.7295471,-0.13002753,0.74094486,-0.27991018,0.6224172,1.2371209,-1.0060315,-1.195837,False,False,-1.5105531
-0.7758984,-0.7382284,-0.5390974,-0.56767815,-0.68654877,-0.52837974,-0.9990463,-0.812296,-0.15513024,-0.3502063,0.47170955,-0.77037615,0.36116737,0.6224172,1.2371209,-1.0060315,-1.1117423,False,False,-0.88930976
-0.06463795,-0.30823928,0.036354877,0.34400368,-0.68654877,-0.52837974,0.5967447,0.20711596,0.88870007,0.13409485,-0.58742905,-0.77037615,-0.27991018,-0.92542917,-0.9799633,-1.0060315,-0.9715843,False,False,-0.88930976
-0.7758984,-1.1351414,0.51589847,-0.56767815,-0.68654877,-0.52837974,0.38048205,-0.24937244,0.88870007,0.2875892,0.8986176,0.74094486,0.36116737,0.6224172,1.2371209,-1.0060315,-1.0837107,False,False,-0.2680664
-0.7758984,-2.3589563,-1.6420476,-0.56767815,-0.68654877,-0.52837974,-0.9990463,-0.85487,0.88870007,-0.01675304,0.69126225,-0.77037615,0.36116737,-0.92542917,-0.9799633,-1.0060315,-0.859458,False,False,-0.2680664
1.357883,1.1140324,0.99544203,0.16846246,1.0428215,1.6857469,-0.9626231,0.28516838,0.88870007,0.030883135,2.041105,2.252266,1.6433225,0.6224172,1.2371209,1.623124,0.98595446,True,True,1.5956637
-0.06463795,1.0478802,0.89953333,0.39496726,1.0428215,0.57868356,0.50113386,-0.47170356,0.88870007,-0.8159822,-1.3172386,0.74094486,-2.203143,-0.92542917,-0.9799633,0.30854627,-0.2427632,True,True,-0.2680664
0.6466225,1.0478802,0.94748765,1.799297,1.0428215,0.57868356,1.8738328,1.6853815,0.88870007,1.597584,0.53676224,0.74094486,1.002245,0.6224172,1.2371209,0.30854627,0.51876146,True,False,0.9744203
-0.06463795,-0.14285885,-0.8268236,-0.56767815,1.0428215,-0.52837974,1.6712289,1.4961635,-1.1989605,1.4149787,0.39649242,-0.77037615,-0.9209877,-0.92542917,-0.9799633,0.30854627,0.36458775,False,False,-0.2680664
-0.7758984,-0.50669575,0.13226359,-0.56767815,-0.68654877,-0.52837974,1.2500857,0.3324729,-0.15513024,0.7427793,-0.11986305,-0.77037615,-0.27991018,0.6224172,0.68284976,0.30854627,0.48605794,False,False,0.35317695
1.357883,1.0478802,0.94748765,-0.56767815,1.0428215,1.6857469,1.1954509,0.015532748,0.88870007,-0.22317648,1.1222361,0.74094486,1.002245,2.1702635,1.2371209,0.30854627,0.37393162,True,True,1.5956637
1.357883,0.981728,0.85157895,0.20243818,1.0428215,1.6857469,1.2887853,0.5193256,0.88870007,0.3696293,-0.40650132,0.74094486,-0.27991018,-0.92542917,-0.9799633,0.30854627,-0.004494758,True,True,0.9744203
-0.06463795,0.22097807,-0.29932562,-0.34683597,-0.68654877,-0.52837974,0.20291898,-0.0932676,-1.1989605,-0.15966158,-0.81308043,-0.77037615,-0.27991018,0.6224172,0.12857877,0.30854627,0.05624034,False,False,-0.2680664
-0.7758984,-0.20901102,-0.9227323,-0.56767815,1.0428215,-0.52837974,0.8904067,0.49330816,-0.15513024,0.26377112,-0.48781714,-0.77037615,-0.27991018,-0.92542917,-0.9799633,-1.0060315,-0.9155212,False,False,0.35317695
-0.7758984,-0.10978276,-0.7788692,-0.05804234,-0.68654877,-0.52837974,-0.6302615,-0.39128593,-1.1989605,-0.6545485,-1.1932319,-0.77037615,-0.9209877,-0.92542917,-0.9799633,-1.0060315,-0.83142644,False,False,-1.5105531
